"id","date","price","bedrooms","bathrooms","sqft_living","sqft_lot","floors","waterfront","view","condition","grade","sqft_above","sqft_basement","yr_built","yr_renovated","zipcode","lat","long","sqft_living15","sqft_lot15"
161000120,"20141118T000000",650000,4,2,2850,4497,1.5,0,1,3,7,1730,1120,1910,0,98144,47.5876,-122.292,2450,6000
6046400465,"20141028T000000",397500,3,1,1480,5100,1.5,0,0,3,7,1480,0,1938,1959,98103,47.6915,-122.348,1300,5100
4298100060,"20140509T000000",590000,4,2.25,2430,32496,1,0,0,3,9,2430,0,1993,0,98077,47.7642,-122.048,2750,35506
1782000160,"20140530T000000",356700,2,1,1090,5000,1,0,0,4,7,730,360,1942,0,98126,47.5258,-122.378,990,5250
3362401815,"20140930T000000",764000,3,2,1420,4080,1.5,0,0,5,8,1420,0,1904,0,98103,47.6801,-122.348,1220,3060
3459700340,"20141030T000000",537250,4,2.5,2590,9530,1,0,0,4,8,1640,950,1978,0,98155,47.7752,-122.285,2710,10970
11510310,"20140905T000000",835000,4,2.75,3130,13412,2,0,0,3,9,2140,990,1993,0,98052,47.6993,-122.102,2260,9984
1774220160,"20141104T000000",632925,3,2.5,2990,32239,2,0,0,4,8,2990,0,1978,0,98077,47.7718,-122.095,2990,36497
2391602250,"20140626T000000",440000,4,1.5,1770,5750,2,0,0,3,7,1770,0,1947,0,98116,47.5621,-122.394,970,5750
9406500350,"20141229T000000",207000,2,1.5,1068,1158,2,0,0,3,7,1068,0,1990,0,98028,47.753,-122.244,1078,1278
287000110,"20140625T000000",680000,4,1.5,1880,6200,1,0,2,5,8,1440,440,1954,0,98146,47.5035,-122.384,2070,6500
9414610020,"20140618T000000",574950,5,3.25,3160,10000,2,0,0,4,8,3160,0,1980,0,98027,47.52,-122.047,2130,10000
3832710680,"20140721T000000",215000,4,2,1540,7575,1,0,0,4,7,1040,500,1978,0,98032,47.3664,-122.279,1720,7575
7575620640,"20141219T000000",329000,3,2,1840,6755,1,0,2,3,8,1840,0,1989,0,98003,47.3512,-122.305,1790,6459
6681500080,"20140822T000000",736500,3,2,2230,4800,1.5,0,0,4,7,1290,940,1915,0,98199,47.645,-122.386,1650,5040
9468200100,"20140710T000000",569950,4,1,1140,5940,1,0,2,3,7,1140,0,1916,0,98103,47.6795,-122.354,1630,4000
6979970150,"20141212T000000",420000,3,2.5,2390,3903,2,0,0,3,8,1970,420,2006,0,98072,47.7515,-122.174,2390,3431
2426059076,"20150203T000000",680000,4,2.5,2700,37431,1,0,0,4,8,1600,1100,1978,0,98072,47.7258,-122.117,2290,37431
913000315,"20140605T000000",1300000,6,4.5,3902,3880,3,0,4,4,9,2782,1120,1977,0,98116,47.5837,-122.399,1100,3870
3835502815,"20140925T000000",1260000,3,2.5,3110,9930,1,0,1,3,8,1640,1470,1954,0,98039,47.6112,-122.226,3650,14399
7936000252,"20150511T000000",521000,2,1,1050,7500,1.5,0,3,4,6,1050,0,1910,0,98116,47.5577,-122.399,2540,13680
1321700030,"20140624T000000",575000,4,2.5,4620,20793,2,0,0,4,11,4620,0,1991,0,98023,47.2929,-122.342,3640,20793
2023049361,"20150323T000000",246500,2,1,940,6000,1,0,0,2,7,940,0,1954,0,98148,47.4631,-122.329,1890,8547
4036800170,"20140623T000000",453000,4,1.75,2120,7420,1,0,0,4,7,1060,1060,1956,0,98008,47.6019,-122.13,1540,7420
2878601425,"20140522T000000",6e+05,3,1.75,1650,5100,1,0,0,5,7,1040,610,1908,0,98115,47.6873,-122.321,1540,5100
1090000005,"20150504T000000",402000,2,1,1210,5600,1.5,0,0,3,7,1210,0,1922,0,98136,47.5322,-122.392,1400,5028
2827100075,"20140727T000000",286308,2,1.5,1220,1036,3,0,0,3,7,1220,0,2006,0,98133,47.7348,-122.347,1210,659
8651510380,"20140821T000000",310000,3,2,2070,9195,1,0,0,3,8,1220,850,1982,0,98074,47.6491,-122.061,2080,9551
1843130980,"20140506T000000",284000,4,2.5,2000,5390,2,0,0,3,7,2000,0,2003,0,98042,47.3732,-122.129,2330,5390
1025049266,"20140930T000000",555000,2,2.25,1160,954,2,0,0,3,8,960,200,2014,0,98105,47.6647,-122.284,1160,1327
430000175,"20141215T000000",550000,3,1.75,1520,5618,1,0,0,3,7,1170,350,1953,0,98115,47.68,-122.284,1550,5618
3904930240,"20140922T000000",485000,3,2.5,1880,5502,2,0,0,3,8,1880,0,1988,0,98029,47.5737,-122.018,2040,5411
9262800208,"20140919T000000",637000,4,3.5,4083,68377,2,0,0,3,10,4083,0,2005,0,98001,47.3114,-122.262,2430,41382
1727000680,"20141209T000000",699000,4,2.5,2440,14470,1,0,0,4,9,1660,780,1970,0,98005,47.6401,-122.168,2810,15564
3815500035,"20140520T000000",385000,3,1.5,1490,9630,1,0,0,4,8,1490,0,1959,0,98028,47.7623,-122.256,1960,10469
224069114,"20140829T000000",635000,4,2.5,2470,77550,1,0,0,4,7,2470,0,1987,0,98075,47.5888,-122.011,2490,40894
5466410030,"20150410T000000",249000,3,2,1360,6082,1,0,0,3,7,1360,0,1994,0,98042,47.3577,-122.16,1360,6987
200500410,"20150506T000000",575000,3,2.5,1960,9535,2,0,0,3,8,1960,0,1989,0,98011,47.7371,-122.215,2520,9206
2767602141,"20141222T000000",650000,3,1.5,1380,4290,1,0,0,3,7,1080,300,1955,0,98107,47.674,-122.379,1510,3900
3869900139,"20150107T000000",484950,3,2.25,1590,926,3,0,0,3,8,1590,0,2014,0,98136,47.5402,-122.387,1640,1321
3971701990,"20140812T000000",4e+05,4,1.75,1810,9750,2,0,0,4,7,1810,0,1977,0,98155,47.7681,-122.311,1570,10000
1326039061,"20141020T000000",429950,3,1.75,1430,9750,1,0,0,5,7,1430,0,1962,0,98133,47.7441,-122.357,1630,9282
5101406384,"20141020T000000",574500,4,1.5,1430,6380,1.5,0,0,4,9,1430,0,1930,0,98125,47.7014,-122.313,1220,5112
